License Number,Status,License Type,Orig. Iss. Date,Expir. Date,Primary Owner,Premises Addr.,Business Name,Geo Code,County
514918,ACTIVE,20,1/10/2012,6/30/2021,WALGREEN CO,"770 1ST ST,GILROY, CA  95020-4972Census Tract:  5125.08",WALGREENS 9516,4304,Santa Clara
514968,ACTIVE,21,7/1/2014,6/30/2021,TARGET CORPORATION,"2161 MONTEREY HWY,SAN JOSE, CA  95125-1057Census Tract:  5031.21",TARGERT T2281,4313,Santa Clara
515564,ACTIVE,20,12/16/2011,11/30/2021,WYTMAR FARMING LLC,"749 MAYVIEW AVE,PALO ALTO, CA  94303-4547Census Tract:  5108.01",SILVER OWL CELLARS,4312,Santa Clara
516337,ACTIVE,21,12/6/2011,11/30/2021,"SINGH, HARJIT","901 VINE ST,SAN JOSE, CA  95110-3044Census Tract:  5017.00",VRAICH LIQUORS,4313,Santa Clara
516399,ACTIVE,20,10/25/2012,6/30/2021,WALGREEN CO,"14100 BLOSSOM HILL RD,LOS GATOS, CA  95032-5118Census Tract:  5069.00",WALGREENS 2786,4307,Santa Clara
516652,ACTIVE,21,12/28/2011,11/30/2021,MARUKAI CORPORATION,"19750 STEVENS CREEK BLVD,CUPERTINO, CA  95014-2456Census Tract:  5080.01",MARUKAI MARKET,4303,Santa Clara
517114,ACTIVE,20,5/3/2012,6/30/2021,7 ELEVEN INC,"1444 S WINCHESTER BLVD,SAN JOSE, CA  95128-4330Census Tract:  5064.02",7-ELEVEN STORE 2367-14220G,4313,Santa Clara
517256,ACTIVE,21,5/17/2012,5/31/2021,"AHMED, WAHABUNISSA","124 BLOSSOM HILL RD, STE D,SAN JOSE, CA  95123-2310Census Tract:  5120.22",GAVILAN BOTTLE SHOP,4313,Santa Clara
517499,ACTIVE,20,3/9/2012,2/28/2021,GOLDEN COAST GROUP INC,"27053 TAAFFE RD,LOS ALTOS HILLS, CA  94022-4315Census Tract:  5117.04",WINE O CLUB,4300,Santa Clara
518173,ACTIVE,20,2/21/2012,7/31/2021,KR WINES LLC,"930 MCLAUGHLIN AVE,SAN JOSE, CA  95122-2611Census Tract:  5031.10",PRECEDENT WINES,4313,Santa Clara
519017,ACTIVE,21,3/23/2012,2/28/2021,ANH THIEU TRAN INC,"777 E CAPITOL AVE,MILPITAS, CA  95035Census Tract:  5045.04",ME-KONG SUPERMARKET,4308,Santa Clara
520084,ACTIVE,21,7/5/2012,6/30/2021,"KAUR, PARAMJIT","17020 CONDIT RD, STE 150,MORGAN HILL, CA  95037-7231Census Tract:  5123.08",PAULS GROCERY MARKET,4310,Santa Clara
520203,ACTIVE,21,3/26/2013,6/30/2021,SAFEWAY INC,"645 SAN ANTONIO RD,MOUNTAIN VIEW, CA  94040Census Tract:  1233.64",SAFEWAY INC #2948,4311,Santa Clara
520453,ACTIVE,20,5/11/2012,4/30/2021,"SAMRA, AMARJIT K","801 LOCUST ST,SAN JOSE, CA  95110Census Tract:  5017.00",SIDHU MARKET,4313,Santa Clara
520739,ACTIVE,20,6/21/2012,6/30/2021,7 ELEVEN INC,"617 BLOSSOM HILL RD,SAN JOSE, CA  95123-3002Census Tract:  5120.27",7 ELEVEN STORE 2367 25561C,4313,Santa Clara
521270,ACTIVE,20,7/10/2012,6/30/2021,WISTERIA INC,"930 MCLAUGHLIN AVE,SAN JOSE, CA  95122-2611Census Tract:  5031.10",WISTERIA INC,4313,Santa Clara
521325,ACTIVE,21,1/15/2013,6/30/2021,TRADER JOES COMPANY,"316 W EL CAMINO REAL ,SUNNYVALE, CA  94087-1306Census Tract:  5084.04",TRADER JOES 68,4316,Santa Clara
521600,ACTIVE,21,6/14/2012,8/31/2021,"HARJOT MARKETS, INC.","8429 MURRAY AVE,GILROY, CA  95020-3611Census Tract:  5126.04",QUICK N EASY,4304,Santa Clara
521614,ACTIVE,21,6/27/2012,6/30/2021,"HARJOT MARKETS, INC.","401 E 10TH ST, STE 8,GILROY, CA  95020-6624Census Tract:  5126.03",GILROY MARKET,4304,Santa Clara
521644,ACTIVE,20,1/14/2014,12/31/2021,ISO:BEERS LLC,"75 E SANTA CLARA ST, #120,SAN JOSE, CA  95113Census Tract:",ISO:BEERS,4313,Santa Clara
521742,ACTIVE,21,1/25/2013,6/30/2021,"THRIFTY PAYLESS, INC.","3171 MERIDIAN AVE,SAN JOSE, CA  95124-2453Census Tract:  5029.02",RITE AID 5987,4313,Santa Clara
521884,ACTIVE,20,7/2/2012,6/30/2021,7 ELEVEN INC,"3580 MONROE ST,SANTA CLARA, CA  95051Census Tract:  5053.05",7 ELEVEN STORE 2367-14212C,4314,Santa Clara
522399,ACTIVE,20,8/22/2012,6/30/2021,GROCERY OUTLET INC,"272 E SANTA CLARA ST,SAN JOSE, CA  95113-1908Census Tract:  5009.01",GROCERY OUTLET,4313,Santa Clara
522412,ACTIVE,20,7/31/2012,6/30/2021,GANESH GROUP CORPORATION,"1860 W CAMPBELL AVE,CAMPBELL, CA  95008-1531Census Tract:  5066.04",ARCO AM PM,4302,Santa Clara
522416,ACTIVE,21,7/25/2012,6/30/2021,BONFARE MARKETS INC,"5251 CAMDEN AVE, STE A,SAN JOSE, CA  95124-5817Census Tract:  5068.03",BONFARE MARKET 39,4313,Santa Clara
522822,ACTIVE,20,9/6/2012,6/30/2021,GROCERY OUTLET INC,"215 W CALAVERAS BLVD,MILPITAS, CA  95035-5203Census Tract:  5045.04",GROCERY OUTLET,4308,Santa Clara
522946,ACTIVE,20,10/18/2012,9/30/2021,SUNFLOWER FARMERS MARKETS LLC,"5205 PROSPECT RD, STE 153,SAN JOSE, CA  95129Census Tract:  5062.02",SPROUTS,4313,Santa Clara
523201,ACTIVE,21,3/25/2013,2/28/2021,LION MARKET STORY LLC,"1070 STORY RD,SAN JOSE, CA  95122-2631Census Tract:  5031.17",LION MARKET,4313,Santa Clara
523790,ACTIVE,21,8/22/2012,7/31/2021,"KUMAR, RAJNEESH","1689 S WOLFE RD,SUNNYVALE, CA  94087-4857Census Tract:  5082.04",WOLFE LIQUORS,4316,Santa Clara
523896,ACTIVE,20,9/4/2012,8/31/2021,"VIKHAR, INC.","1699 S DE ANZA BLVD,CUPERTINO, CA  95014-5301Census Tract:  5078.08",VIKHAR VALERO,4303,Santa Clara
524075,ACTIVE,21,8/15/2012,7/31/2021,"SIDHU, IQWAL SINGH","206 N ABEL ST,MILPITAS, CA  95035-4850Census Tract:  5045.07",BOBS DISCOUNT LIQUOR,4308,Santa Clara
524360,ACTIVE,21,12/28/2012,11/30/2021,LUCKY BEST INC,"955 MCLAUGHLIN AVE,SAN JOSE, CA  95122-2612Census Tract:  5031.05",MAXIM MARKET,4313,Santa Clara
524490,ACTIVE,21,10/25/2012,9/30/2021,APSK CORPORATION,"1651 MONTEREY HWY,SAN JOSE, CA  95112Census Tract:  5031.21",MONTEREY LIQUORS,4313,Santa Clara
524498,ACTIVE,21,8/30/2012,8/31/2021,WELCOME MARKET INC,"10425 S DE ANZA BLVD,CUPERTINO, CA  95014-3081Census Tract:  5077.01",99 RANCH MARKET,4303,Santa Clara
524766,ACTIVE,21,9/27/2012,8/31/2021,MANN LIQUORS INC,"8110 WESTWOOD DR A,GILROY, CA  95020Census Tract:  5125.05",GAVILAN MARKET,4304,Santa Clara
525020,ACTIVE,20,10/11/2012,9/30/2021,SUNFLOWER FARMERS MARKETS LLC,"1130 BRANHAM LN,SAN JOSE, CA  95118-3701Census Tract:  5029.09",SPROUTS FARMERS MARKET,4313,Santa Clara
525303,ACTIVE,20,10/31/2012,9/30/2021,SUNFLOWER FARMERS MARKETS LLC,"630 SAN ANTONIO RD,MOUNTAIN VIEW, CA  94040-1304Census Tract:  5094.01",SPROUTS FARMERS MARKET,4311,Santa Clara
525547,ACTIVE,21,10/16/2014,6/30/2021,WALMART INC.,"5095 ALMADEN EXPY,SAN JOSE, CA  95118-2051Census Tract:  5029.10",WALMART #5884,4313,Santa Clara
525566,ACTIVE,21,12/11/2013,6/30/2021,WALMART INC.,"4055 EVERGREEN VILLAGE SQ, STE 140,SAN JOSE, CA  95135-1764Census Tract:  5033.30",WALMART NEIGHBORHOOD MARKET 3023,4313,Santa Clara
525742,ACTIVE,20,10/23/2012,6/30/2021,7 ELEVEN INC,"57 S PARK VICTORIA DR,MILPITAS, CA  95035Census Tract:  5044.18",7 ELEVEN STORE 2366 14242D,4308,Santa Clara
525743,ACTIVE,21,4/9/2013,6/30/2021,WALGREEN CO,"121 E EL CAMINO REAL,MOUNTAIN VIEW, CA  94040-2701Census Tract:  5091.05",WALGREEN 689,4311,Santa Clara
525774,ACTIVE,21,2/18/2014,1/31/2021,TARGET CORPORATION,"5630 COTTLE RD,SAN JOSE, CA  95123Census Tract:  5120.33",TARGET T2605,4313,Santa Clara
525929,ACTIVE,21,5/14/2013,4/30/2021,"LE, PHUONG UYEN","982 E EL CAMINO REAL,SUNNYVALE, CA  94087-3745Census Tract:  5082.02",QUINCY LIQUOR,4316,Santa Clara
526020,ACTIVE,21,6/27/2014,5/31/2021,FIJI INVESTMENTS INC,"2800 HOMESTEAD RD,SANTA CLARA, CA  95051-5224Census Tract:  5061.01",AM PM,4314,Santa Clara
526308,ACTIVE,21,7/26/2013,6/30/2021,SMART & FINAL STORES LLC,"1180 S KING RD,SAN JOSE, CA  95122-2143Census Tract:  5035.04",SMART & FINAL #451,4313,Santa Clara
527021,ACTIVE,21,2/1/2013,1/31/2021,WINE CLUB THE,"1200 COLEMAN AVE,SANTA CLARA, CA  95050-4338Census Tract:  5051.00",WINE CLUB THE,4314,Santa Clara
527707,ACTIVE,20,1/16/2013,6/30/2021,7 ELEVEN INC,"2335 S WINCHESTER BLVD,CAMPBELL, CA  95008Census Tract:  5065.03",7 ELEVEN STORE 2367 17406C,4302,Santa Clara
528111,ACTIVE,21,4/4/2014,6/30/2021,SAFEWAY INC,"20620 HOMESTEAD RD,CUPERTINO, CA  95014Census Tract:  5078.05",SAFEWAY INC #3251,4303,Santa Clara
528740,ACTIVE,20,2/1/2013,6/30/2021,7 ELEVEN INC,"162 W 10TH ST,GILROY, CA  95020-6501Census Tract:",7 ELEVEN STORE 2233 16799A,4304,Santa Clara
528744,ACTIVE,20,1/25/2013,6/30/2021,7 ELEVEN INC,"998 LUNDY AVE,SAN JOSE, CA  95133Census Tract:  5043.19",7 ELEVEN STORE 2234 21735D,4313,Santa Clara
529026,ACTIVE,21,3/5/2013,6/30/2021,WALMART INC.,"170 COCHRANE PLZ,MORGAN HILL, CA  95037-2812Census Tract:  5123.11",WALMART STORE 5766,4310,Santa Clara
529264,ACTIVE,20,2/20/2013,1/31/2021,WILLOW MARKET INC,"215 WILLOW ST,SAN JOSE, CA  95110-3352Census Tract:  5017.00",WILLOW MARKET,4313,Santa Clara
529300,ACTIVE,21,6/5/2013,5/31/2021,"SINGH, HARJIT","252 WILLOW ST,SAN JOSE, CA  95110-3354Census Tract:  5031.13",PATRON LIQUORS & GROCERY STORE,4313,Santa Clara
529344,ACTIVE,20,3/25/2013,2/28/2021,VAAZHGA VALAMUDAN INVESTMENTS INC,"401 LEAVESLEY RD,GILROY, CA  95020-3608Census Tract:  5126.04",LEAVESLEY CHEVRON,4304,Santa Clara
529409,ACTIVE,20,4/24/2013,6/30/2021,WALGREEN CO,"2140 EL CAMINO REAL,SANTA CLARA, CA  95050-4052Census Tract:  5055.00",WALGREENS 15246,4314,Santa Clara
529554,ACTIVE,21,3/20/2013,2/28/2021,TONY & MATHEW INC,"3163A MIDDLEFIELD RD,PALO ALTO, CA  94306-3044Census Tract:  5110.00",PALO ALTO FINE WINE & SPIRITS,4312,Santa Clara
529843,ACTIVE,21,3/26/2013,6/30/2021,MSM LIQUOR INC,"1153 REDMOND AVE, STE A,SAN JOSE, CA  95120-2779Census Tract:  5119.14",ERNIES LIQUOR & WINE,4313,Santa Clara
530050,ACTIVE,20,3/25/2013,2/28/2021,CONASUPER INC,"3828 7 TREES BLVD, STE 100,SAN JOSE, CA  95111Census Tract:  5032.17",CONASUPER,4313,Santa Clara
530429,ACTIVE,21,10/7/2014,6/30/2021,SAFEWAY INC,"5760 COTTLE RD,SAN JOSE, CA  95123Census Tract:  5120.33",SAFEWAY INC #2900,4313,Santa Clara
530516,ACTIVE,20,4/4/2013,3/31/2021,CDF PARKWAY LLC,"10011 PACHECO PASS HWY,HOLLISTER, CA  95023Census Tract:  5135.00",CASA DE FRUTA CHEVRON,4300,Santa Clara
530519,ACTIVE,20,4/16/2013,3/31/2021,CDF PARKWAY LLC,"9840 PACHECO PASS HWY,HOLLISTER, CA  95023Census Tract:  5135.00",CASA DE FRUTA WINE TASTING/DELI,4300,Santa Clara
530520,ACTIVE,21,4/9/2013,3/31/2021,CDF PARKWAY LLC,"9810 PACHECO PASS HWY,HOLLISTER, CA  95023Census Tract:  5135.00",CASA DE FRUTA GIFTS & GROCERIES,4300,Santa Clara
530870,ACTIVE,20,5/10/2013,4/30/2021,AU ENERGY LLC,"800-810 E DUNNE AVE,MORGAN HILL, CA  95037-4609Census Tract:  5123.10",EAST DUNNE SHELL,4310,Santa Clara
530948,ACTIVE,20,9/5/2013,12/31/2021,TRANS WINE CORP,"211 S WHISMAN RD, STE D & E,MOUNTAIN VIEW, CA  94041-1535Census Tract:  5091.09",ARTISAN WINE DEPOT,4311,Santa Clara
531806,ACTIVE,21,4/4/2013,10/31/2021,"BLISS, KAY","2099 SCOTT BLVD,SANTA CLARA, CA  95050Census Tract:  5052.02",MISSION LIQUORS,4314,Santa Clara
531904,ACTIVE,21,5/31/2013,4/30/2021,"KAUR, PARAMJIT","203 S KING RD,SAN JOSE, CA  95116Census Tract:  5036.02",PAULS IMPERIO LIQUOR & TAQUERIA,4313,Santa Clara
532027,ACTIVE,21,6/24/2014,6/30/2021,WALMART INC.,"4080 STEVENS CREEK BLVD,SAN JOSE, CA  95129-1334Census Tract:  5032.03",WAL MART NEIGHBORHOOD MARKET 2486,4313,Santa Clara
532096,ACTIVE,20,7/30/2013,6/30/2021,7 ELEVEN INC,"1005 W EL CAMINO REAL,SUNNYVALE, CA  94087-1030Census Tract:  5091.06",7 ELEVEN STORE 2367 39660A,4316,Santa Clara
533599,ACTIVE,20,10/25/2013,9/30/2021,TRAVEL TRADERS HOTEL STORES INC,"301 S MARKET ST, GIFT SHOP,SAN JOSE, CA  95113-2832Census Tract:  5017.00",CORNER MARKET KITCHEN,4313,Santa Clara
533722,ACTIVE,21,6/17/2014,6/30/2021,SAFEWAY INC,"160 1ST ST,LOS ALTOS, CA  94022-2705Census Tract:  5103.00",SAFEWAY INC #2814,4305,Santa Clara
533797,ACTIVE,21,7/8/2013,6/30/2021,7 ELEVEN INC,"298 N CAPITOL AVE,SAN JOSE, CA  95127Census Tract:  5039.03",7 ELEVEN STORE 2367-36090A,4313,Santa Clara
534058,ACTIVE,20,8/12/2013,7/31/2021,AU ENERGY LLC,"5390 GREAT AMERICA PKWY,SANTA CLARA, CA  95054-3602Census Tract:  5050.01",GREAT AMERICA PKWY SHELL,4314,Santa Clara
535287,ACTIVE,21,10/29/2013,9/30/2021,6 TO LATE INC,"2875 SENTER RD,SAN JOSE, CA  95111-1156Census Tract:  5032.14",6 TO LATE #4,4313,Santa Clara
535496,ACTIVE,20,9/26/2013,8/31/2021,SIERRA PINE CONE INC,"6991 MONTEREY RD,GILROY, CA  95020-6625Census Tract:  5125.09",SIERRA PINE CONE FUEL,4304,Santa Clara
535573,ACTIVE,21,4/7/2014,3/31/2021,RISHIK TECHNOLOGIES INC,"820 E EL CAMINO REAL,MOUNTAIN VIEW, CA  94040-2837Census Tract:  5091.05",FOOD & BEVERAGES,4311,Santa Clara
536065,ACTIVE,20,11/4/2013,10/31/2021,"KAUR, SUKHWINDER","412 E EMPIRE ST,SAN JOSE, CA  95112-3305Census Tract:  5011.01",PAULS MARKET,4313,Santa Clara
536377,ACTIVE,20,10/17/2013,9/30/2021,"ARMENTA OLIVARES, JORGE","2590 S BASCOM AVE, STE E-A,SAN JOSE, CA  95124Census Tract:  5029.01",ARMENTAS MARKET,4313,Santa Clara
536392,ACTIVE,21,8/27/2013,8/31/2021,"BHATT, AMANDEEP SINGH","239 W EL CAMINO REAL,MOUNTAIN VIEW, CA  94040Census Tract:  5099.02",CLYDES LIQUOR,4311,Santa Clara
536632,ACTIVE,20,1/6/2014,12/31/2021,3740 EL CAMINO REAL INC,"3740 EL CAMINO REAL,SANTA CLARA, CA  95051-2606Census Tract:  5082.02",EL CAMINO REAL CHEVRON,4314,Santa Clara
536879,ACTIVE,21,12/4/2013,11/30/2021,ARTISAN WINE DEPOT LOS GATOS LLC,"16212 LOS GATOS BLVD,LOS GATOS, CA  95032-4525Census Tract:  5069.00",ARTISAN WINE DEPOT,4307,Santa Clara
537129,ACTIVE,21,10/17/2014,6/30/2021,WALMART INC.,"1450 MONTEREY RD,SAN JOSE, CA  95112Census Tract:  5031.22",WALMART NEIGHBORHOOD MARKET #4174,4313,Santa Clara
537133,ACTIVE,21,9/9/2014,8/31/2021,TARGET CORPORATION,"2004 EL CAMINO REAL,SANTA CLARA, CA  95050Census Tract:  5055.00",TARGET T2830,4314,Santa Clara
537261,ACTIVE,21,1/13/2014,7/31/2021,TRADE RITE MARKET INC,"1555 ALUM ROCK AVE,SAN JOSE, CA  95116-2426Census Tract:  5036.01",TRADE RITE MARKET,4313,Santa Clara
537494,ACTIVE,21,4/17/2014,3/31/2021,COST PLUS INC,"1910 W EL CAMINO REAL,MOUNTAIN VIEW, CA  94040-2076Census Tract:  5094.03",COST PLUS WORLD MARKET,4311,Santa Clara
537503,ACTIVE,21,10/30/2014,9/30/2021,COST PLUS INC,"1084 BLOSSOM HILL RD,SAN JOSE, CA  95123-1103Census Tract:  5120.16",COST PLUS WORLD MARKET,4313,Santa Clara
537656,ACTIVE,21,3/6/2015,6/30/2021,WALGREEN CO,"423 N SANTA CRUZ AVE,LOS GATOS, CA  95030-5320Census Tract:  5071.00",WALGREENS 07326,4307,Santa Clara
537777,ACTIVE,20,11/15/2013,6/30/2021,7 ELEVEN INC,"3861 7 TREES BLVD,SAN JOSE, CA  95111-3441Census Tract:  5032.18",7 ELEVEN STORE 2367 20418C,4313,Santa Clara
537919,ACTIVE,20,12/30/2013,11/30/2021,MAKANA CELLARS LLC,"2463 TAMALPAIS ST,MOUNTAIN VIEW, CA  94043-4129Census Tract:  5093.02",MAKANA CELLARS,4311,Santa Clara
538119,ACTIVE,21,11/5/2013,10/31/2021,"TRINH, HUONG  THI","5717 COTTLE RD,SAN JOSE, CA  95123-3626Census Tract:  5120.29",PACIFIC LIQUORS,4313,Santa Clara
538343,ACTIVE,20,12/12/2013,11/30/2021,MARKET AT NORTH PARK INC THE,"41 RIO ROBLES E,SAN JOSE, CA  95134Census Tract:  5050.08",MARKET AT NORTH PARK INC THE,4313,Santa Clara
539200,ACTIVE,20,12/18/2013,11/30/2021,"NISHINO, EIICHI","720 VILLA ST,MOUNTAIN VIEW, CA  94041-1327Census Tract:  5096.00",JANES BEER STORE,4311,Santa Clara
539236,ACTIVE,21,3/3/2014,6/30/2021,WALMART INC.,"3255 MISSION COLLEGE BLVD,SANTA CLARA, CA  95054-1829Census Tract:  5050.01",WALMART NEIGHBORHOOD MARKET #3123,4314,Santa Clara
539326,ACTIVE,20,3/3/2014,2/28/2021,PAC INTERNATIONAL SUPERMARKET INC,"2331-35 MCKEE RD,SAN JOSE, CA  95116Census Tract:  5037.08",MCKEE SEAFOOD SUPERMARKET,4313,Santa Clara
539386,ACTIVE,21,12/26/2013,11/30/2021,"BAINS, RAJINDER SINGH","1340 1ST ST, STE G,GILROY, CA  95020-4766Census Tract:  5125.10",WESTSIDE MARKET & LIQUOR,4304,Santa Clara
539439,ACTIVE,20,6/2/2014,5/31/2021,SF MARKETS LLC,"2060 EL CAMINO REAL,SANTA CLARA, CA  95050-4051Census Tract:  5055.00",SPROUTS FARMERS MARKET #283,4314,Santa Clara
540352,ACTIVE,20,2/18/2014,1/31/2021,MY FRENCH CELLAR LLC,"10027 SPANISH OAK CT,CUPERTINO, CA  95014-5623Census Tract:",MY FRENCH CELLAR,4303,Santa Clara
540452,ACTIVE,20,2/4/2014,6/30/2021,7 ELEVEN INC,"848 E EVELYN AVE,SUNNYVALE, CA  94086-6528Census Tract:  5087.03",7 ELEVEN STORE 2367-29243E,4316,Santa Clara
540527,ACTIVE,20,2/7/2014,1/31/2022,CKTL TRAN INC,"5599 SNELL AVE,SAN JOSE, CA  95123-1527Census Tract:  5120.26",EASY GAS & FOOD,4313,Santa Clara
540596,ACTIVE,21,2/21/2014,1/31/2022,"THAI, NICK NHAN","3130 SENTER RD,SAN JOSE, CA  95111Census Tract:  5032.13",CAPITOL LIQUORS,4313,Santa Clara
540876,ACTIVE,20,5/13/2014,10/31/2020,CARMEN SAN MIGUEL IMPORTS LLC,"82 MARO DR,SAN JOSE, CA  95127-2027Census Tract:  5039.02",CARMEN SAN MIGUEL IMPORTS LLC,4313,Santa Clara
542166,ACTIVE,20,6/25/2014,6/30/2021,7 ELEVEN INC,"1002 W EVELYN AVE,SUNNYVALE, CA  94086Census Tract:  5087.03",7 ELEVEN STORE 2367-25950A,4316,Santa Clara
542287,ACTIVE,20,7/24/2014,6/30/2021,7 ELEVEN INC,"1380 PEAR AVE UNIT A,MOUNTAIN VIEW, CA  94043-1306Census Tract:  5046.01",7 ELEVEN STORE 2234 33660A,4311,Santa Clara
542297,ACTIVE,20,7/24/2014,6/30/2021,7 ELEVEN INC,"2223 S BASCOM AVE,CAMPBELL, CA  95008Census Tract:  5026.04",7 ELEVEN STORE 2234 14298E,4302,Santa Clara
542436,ACTIVE,20,4/10/2014,6/30/2021,7 ELEVEN INC,"5152 MONTEREY HWY,SAN JOSE, CA  95111-4331Census Tract:  5120.42",7 ELEVEN 2367 1611E,4313,Santa Clara
542441,ACTIVE,20,4/8/2014,6/30/2021,7 ELEVEN INC,"1201 WILDWOOD AVE,SUNNYVALE, CA  94089Census Tract:  5048.02",7 ELEVEN STORE 2234 16189D,4316,Santa Clara
542738,ACTIVE,21,4/17/2014,3/31/2021,CENTURY LIQUORS,"2784 MONTEREY HWY, # A,SAN JOSE, CA  95111Census Tract:  5032.14",6 TO LATE MONTEREY,4313,Santa Clara
542911,ACTIVE,21,4/28/2014,3/31/2021,SAGGI INC,"801 LINCOLN AVE,SAN JOSE, CA  95126Census Tract:  5019.00",ONE STOP LIQUOR,4300,Santa Clara
543156,ACTIVE,21,6/5/2014,6/30/2021,SANTA CLARA LIQUOR & GROCERY INC,"1291 FRANKLIN MALL,SANTA CLARA, CA  95050Census Tract:  5056.00",SANTA CLARA LIQUORS DELI & GROCERY,4314,Santa Clara
543160,ACTIVE,21,5/23/2014,4/30/2021,"KAHLON, KANWALJIT SINGH","13320 DEPOT ST,SAN MARTIN, CA  95046-9810Census Tract:  5124.01",SAN MARTIN MARKET,4300,Santa Clara
543232,ACTIVE,21,5/4/2015,4/30/2021,BEVERAGES & MORE INC,"SHERWOOD AVE & EL CAMINO REAL, SEC,LOS ALTOS, CA  94022Census Tract:  5104.00",BEVMO!,4305,Santa Clara
543264,ACTIVE,21,5/5/2014,4/30/2021,"SEKHON, SHARANJIT KAUR","3078 STORY RD,SAN JOSE, CA  95127-3934Census Tract:  5035.10",MT PLEASANT BOTTLE SHOP,4313,Santa Clara
543265,ACTIVE,21,5/5/2014,4/30/2021,"SEKHON, SHARANJIT KAUR","2770 STORY RD,SAN JOSE, CA  95127-3922Census Tract:  5035.10",TROPICANA LIQUORS,4313,Santa Clara
543350,ACTIVE,21,6/19/2014,5/31/2021,"HERNANDEZ MADRIGAL, VENEDICTO","356 KEYES ST,SAN JOSE, CA  95112Census Tract:  5031.12",STADIUM LIQUORS,4313,Santa Clara
543490,ACTIVE,20,6/2/2014,5/31/2021,NORTH RIVER VINEYARDS LLC,"945 ADDISON AVE,PALO ALTO, CA  94301-3002Census Tract:  5112.00",NORTH RIVER VINEYARDS,4312,Santa Clara
544327,ACTIVE,20,8/28/2014,7/31/2021,SF MARKETS LLC,"20558 STEVENS CREEK BLVD,CUPERTINO, CA  95014-2130Census Tract:  5077.01",SPROUTS FARMERS MARKET,4303,Santa Clara
544822,ACTIVE,21,8/11/2014,7/31/2021,6 TO LATE INC,"2051 SCOTT ST,SAN JOSE, CA  95128-2245Census Tract:  5020.01",6 TO LATE #5,4300,Santa Clara
544886,ACTIVE,21,7/1/2014,6/30/2021,"PHAN, PHONG HOAN","63 & 67 S ABBOTT AVE,MILPITAS, CA  95035Census Tract:  5045.07",LUCKY LIQUOR,4308,Santa Clara
544931,ACTIVE,21,7/3/2014,6/30/2021,"NARINDRA, SURJEET SINGH","12304 SARATOGA SUNNYVALE RD,SARATOGA, CA  95070-3026Census Tract:  5074.01",STOP N SAVE #124,4315,Santa Clara
545151,ACTIVE,21,7/28/2014,6/30/2021,"SINGH, KARNAIL","893 DELMAS AVE,SAN JOSE, CA  95125-1537Census Tract:  5018.00",STARBRITE MARKET,4313,Santa Clara
545425,ACTIVE,20,9/17/2014,8/31/2021,WINE FOR HUMANITY INC,"4177 HIDDEN VALLEY LN,SAN JOSE, CA  95127-2530Census Tract:  5042.01",SCHOLAR WINE,4313,Santa Clara
545500,ACTIVE,20,2/18/2015,1/31/2022,"SEKHON, SHARANJIT KAUR","2044 MCKEE RD,SAN JOSE, CA  95116-1407Census Tract:  5037.07",KWIKEE MART,4313,Santa Clara
545524,ACTIVE,20,10/10/2014,9/30/2021,ROYAL GAS ZONE INC,"401 SARATOGA AVE,SAN JOSE, CA  95129-1325Census Tract:  5062.03",M&S ARCO AM PM,4313,Santa Clara
545766,ACTIVE,20,7/16/2014,6/30/2021,7 ELEVEN INC,"1173 MCLAUGHLIN AVE,SAN JOSE, CA  95122Census Tract:  5031.17",7 ELEVEN STORE 2367-14256C,4313,Santa Clara
545905,ACTIVE,21,8/8/2014,7/31/2021,"VO GIA, TINA THI","387 N CAPITOL AVE,SAN JOSE, CA  95133-1906Census Tract:  5038.04",4 LESS MINI MARKET,4313,Santa Clara
546458,ACTIVE,20,8/13/2014,7/31/2021,NEMA BEVERAGE CORPORATION,"400 STANFORD SHOPPING CTR, 3RD FL STE A,PALO ALTO, CA  94304Census Tract:  5116.09",NEIMAN MARCUS,4312,Santa Clara
546472,ACTIVE,21,8/11/2014,10/31/2021,RAJA M INC,"1175 E JULIAN ST, STE 1,SAN JOSE, CA  95116-1091Census Tract:  5014.01",BONFARE MARKET 22,4313,Santa Clara
546506,ACTIVE,20,11/25/2015,10/31/2021,OLIVINUM INC,"112 N SANTA CRUZ AVE,LOS GATOS, CA  95030-5919Census Tract:  5070.01",WE OLIVE,4307,Santa Clara
546904,ACTIVE,20,9/26/2014,8/31/2021,"ALOOS, SHAHLA","724 N MATHILDA AVE,SUNNYVALE, CA  94086-3510Census Tract:  5090.00",BAYSIDE CHEVRON,4316,Santa Clara
547032,ACTIVE,21,10/1/2014,9/30/2021,"NGUYEN, HUNG Q","124 BLOSSOM HILL RD, STE D,SAN JOSE, CA  95123-2310Census Tract:  5120.22",YOLO CRAFT BEER WINE LIQUOR,4313,Santa Clara
547157,ACTIVE,21,8/18/2014,7/31/2021,J&B ENTERPRISES INC,"233 S WHITE RD,SAN JOSE, CA  95127Census Tract:  5040.01",Y MARKET & LIQUOR,4313,Santa Clara
547574,ACTIVE,20,9/10/2014,6/30/2021,7 ELEVEN INC,"596 N ABEL ST,MILPITAS, CA  95035Census Tract:  5045.07",7 ELEVEN STORE 15952E,4308,Santa Clara
547622,ACTIVE,21,9/8/2014,4/30/2021,"BIRDI, BHUPINDER SINGH","3977 SENTER RD,SAN JOSE, CA  95111Census Tract:  5032.17",HAPPY LIQUOR 2,4313,Santa Clara
